PAMS_PIN,CLOSEST_WETLAND_ID,CLOSEST_C1_ID
1918_3012_1,70261,73083
1918_3050_12,70292,72808
1918_3003_25,70344,72475
1918_3003_27,70344,72475
1918_35006_36,71368,74337
1918_36001_16,2710,72725
1918_34004_38,101790,74411
1918_11001_167,139749,71414
1918_4031_16,70930,73540
1918_4002_324,70511,73159
1918_22001_63,72862,73674
1918_2018_3,70939,74495
1918_4006_14,70802,73715
1918_4011_12,70937,73159
1918_26001_92,72593,76385
1918_9001_60,71752,72445
1918_5005_2,71513,73540
1918_5016_51,71534,74362
1918_3001_63,70453,72804
1918_20001_9,73290,76159
1918_4008_65,70511,73159
1918_2013_13,70760,74192
1918_12006_14,102011,76710
1918_31002_83,71805,81838
1918_5031_29,71420,74336
1918_3045_15,70837,72804
1918_2018_23,70939,74495
1918_1003_79,69868,73188
1918_17001_17,108805,76157
1918_17001_10_QFARM,108805,96335
1918_11001_119,118348,72743
1918_3024_10,70209,73083
1918_35007_12,71282,74341
1918_35006_81,101735,74496
1918_5113_5,71535,73519
1918_5018_9,71420,74362
1918_4002_46,70511,73159
1918_3037_10,70453,72805
1918_3010_35,70453,72805
1918_14003_9,20688,77058
1918_3045_21,70837,73809
1918_4013_37,70937,73159
1918_31006_8,71663,78898
1918_32016_9,71805,79782
1918_32002_127,72113,81421
1918_3025_7,70209,73083
1918_4004_6,70279,72733
1918_37002_32,69915,73188
1918_13001_49,22590,73036
1918_16001_80,73690,75532
1918_15001_8,73655,76675
1918_35002_19,130831,74337
1918_36002_18,71385,74412
1918_35002_29,130831,74337
1918_33001_22,71376,81830
1918_5016_42,71420,74362
1918_21001_2,142825,76333
1918_1003_47,70019,71054
1918_3023_60,70302,72805
1918_2108_4,130837,74367
1918_11001_123,72339,72743
1918_12002_13,20521,73583
1918_11002_8,7200,72713
1918_9002_15,71752,72445
1918_29001_98,71734,76452
1918_29001_79,71722,81830
1918_27001_60,5135,76307
1918_9001_18,71717,72445
1918_2015_21,71033,74192
1918_4008_57,70649,73159
1918_3042_2,70453,72805
1918_3046_23,70927,74336
1918_2008_1,70419,73163
1918_9002_12,71752,72445
1918_32002_36,72113,78906
1918_1003_36,69922,71341
1918_2010_72,70760,73809
1918_32008_4,72113,79782
1918_2019_7,70939,74495
1918_34001_11,71433,74371
1918_2110_5,130837,74367
1918_2106_4,130837,74367
1918_2027_2,130837,74368
1918_5031_8,71420,74334
1918_2112_5,130837,74340
1918_3012_8,70261,73083
1918_8001_6,71520,73602
1918_31002_65,71805,81415
1918_31004_15,71744,81837
1918_14001_2,73455,71809
1918_18001_8,118520,75527
1918_19001_18,108814,75527
1918_11001_35,71985,72743
1918_4010_13,70511,73159
1918_21001_51,2792,76159
1918_22001_7,73155,76157
1918_16001_13,122600,76710
1918_3001_75,70453,72804
1918_4004_27,70279,72733
1918_37002_3,70171,75113
1918_3026_14,70302,73083
1918_12007_3,5387,73489
1918_12002_8,72933,73491
1918_35005_12,130839,74337
1918_1002_19,70034,73188
1918_50000_29,118571,95109
1918_5047_18,70837,74336
1918_11001_139,72152,72743
1918_3048_44,70473,72797
1918_5005_17,71513,73540
1918_5011_6,71616,73540
1918_3038_16,70453,72804
1918_3049_6,70388,72806
1918_3049_5,101616,72806
1918_2004_1,70619,76316
1918_27001_57,101806,76302
1918_27001_63,5135,76307
1918_1001_13,70419,96340
1918_3016_25,70302,73083
1918_32011_3,71805,79782
1918_20001_4,73548,75579
1918_26001_17,72647,72651
1918_3001_91,70344,70957
1918_3017_3,70209,73083
1918_32001_10,72113,78906
1918_26002_6,72225,76338
1918_5035_19,70927,74336
1918_3050_5,70388,72806
1918_18001_41,73201,76157
1918_4002_82,70752,73159
1918_2004_19,70853,74192
1918_2010_7,70760,73809
1918_23001_27,72481,75923
1918_32002_47,72113,84116
1918_11008_4,72152,72743
1918_11008_3,72079,72743
1918_4007_9,70751,73058
1918_3048_52,70489,72803
1918_3034_16,70453,72805
1918_4008_59,70649,73159
1918_25002_16,72690,73674
1918_2001_8_C001,71090,74495
1918_27001_1,130858,75051
1918_27006_7,5135,76298
1918_4001_138,70930,73540
1918_3006_13,118118,72805
1918_3024_42,70209,73083
1918_1001_22,70419,96340
1918_3045_23,70837,73809
1918_2008_14,70419,96340
1918_3008_7,118118,72805
1918_32002_113,72113,78906
1918_32002_124,72113,78906
1918_2014_12,70760,74192
1918_4002_105,70984,73159
1918_4002_168_QFARM,70930,73159
1918_2003_35,71137,74192
1918_2016_10,71090,74495
1918_3011_1,70302,73083
1918_21002_5,2792,76159
1918_5013_7,71535,74336
1918_10001_35,71616,73596
1918_11007_30,71899,71416
1918_5056_29,71531,73540
1918_4002_174_QFARM,70930,73159
1918_2015_17,71033,74192
1918_29001_12,72092,78906
1918_12008_1,5433,73583
1918_4027_5,71213,73540
1918_26001_98,101892,72210
1918_31002_10,71805,81415
1918_4013_5,70937,73159
1918_4008_12,70649,73058
1918_1001_5,70247,99292
1918_9001_69,71784,72440
1918_23001_36,72693,75923
1918_11001_155,108778,96233
1918_10002_44,72291,71393
1918_4017_4,70751,73058
1918_3045_16,70837,72804
1918_5112_5,71535,73519
1918_5106_3,71535,73519
1918_4016_45,70984,73159
1918_32017_15,71722,78904
1918_31001_2,71805,81415
1918_4002_185,70930,73540
1918_16005_47,73655,75532
1918_4002_19,70649,73058
1918_5029_1,130837,74335
1918_16005_64,73655,75532
1918_19001_31,73632,76683
1918_16001_30,73561,75529
1918_2007_39,70603,74614
1918_4006_43,70649,73058
1918_4006_29,70779,73058
1918_4019_5,71227,73540
1918_37002_30,69915,73188
1918_27001_88,7194,72218
1918_3023_28,70209,73083
1918_31004_6,71612,81830
1918_3048_41,70760,73163
1918_4030_10,70930,73540
1918_12008_11_C003,20522,72713
1918_3010_13,70302,72805
1918_4013_32,70937,73159
1918_11005_18,101818,73596
1918_11005_1,71513,73600
1918_3019_13,70209,73083
1918_1001_71,70285,75113
1918_32002_153,71764,79782
1918_31001_10,101840,81415
1918_32017_40,72003,81645
1918_4002_314,70511,73159
1918_3008_8,118118,72805
1918_4015_21,70937,73159
1918_3001_16,70344,96234
1918_32005_1,72113,79782
1918_4014_19,70937,73159
1918_3040_16,70453,72805
1918_11004_11,101818,73596
1918_2001_34.02,71534,76313
1918_16001_39,73561,75529
1918_18001_1_QFARM,73195,76157
1918_2012_13,70760,73809
1918_5019_26,71420,74362
1918_3047_2,70927,73809
1918_1001_23,70419,96340
1918_3010_6,70302,72805
1918_4002_332,70511,73159
1918_37002_56,69787,73188
1918_32002_170,71740,78904
1918_4017_27,70937,73159
1918_3046_26,70927,74336
1918_4002_199,70930,73540
1918_27001_32,71662,76308
1918_32001_5,72092,81421
1918_11001_172,72054,72711
1918_32002_109,72113,78906
1918_2005_1,70603,74614
1918_6001_32,71088,73710
1918_4001_53,70524,73159
1918_3038_17,70453,72804
1918_27001_75,71749,76307
1918_3041_1,70453,72805
1918_25001_3,72634,73756
1918_50000_4,72477,73583
1918_32002_142,101847,79782
1918_32006_6,72113,79782
1918_35007_19,101728,74416
1918_3023_58,70302,72805
1918_5031_4,71420,74335
1918_4022_25,71213,73540
1918_2001_7,71033,74495
1918_3024_12,70209,73083
1918_4003_2,70511,73159
1918_3046_49,70927,73809
1918_29001_92,101790,74411
1918_4013_21,70984,73159
1918_2010_19,70837,73809
1918_4017_21,70913,73058
1918_1004_12,70092,71341
1918_1004_13,69922,71341
1918_27002_2,130840,75969
1918_4007_22,70708,73058
1918_4008_11,70649,73058
1918_4002_20,70649,73058
1918_17001_9_QFARM,72857,96335
1918_3001_23,70344,96234
1918_12006_5,118456,73036
1918_32004_7,72113,79782
1918_5002_46,71213,73540
1918_10002_4,111159,72447
1918_2010_122,70465,73163
1918_27001_78,71865,95111
1918_3028_3,70302,73083
1918_3050_2,70453,96234
1918_11002_27,108792,73585
1918_17001_15,108805,76157
1918_6001_29,71088,73710
1918_3019_28,70209,73083
1918_18001_25,118520,75542
1918_16005_59,73655,75532
1918_4022_9,71213,73540
1918_2006_14,70853,74194
1918_5016_37,71420,74362
1918_5016_11,71420,99623
1918_32002_1,71875,81642
1918_1001_83,70168,71926
1918_4015_5,70937,73159
1918_31004_17,71612,81837
1918_2005_3,70603,74614
1918_4002_297,70524,73159
1918_2001_37,71442,76313
1918_3042_19,70453,72804
1918_3023_82,70453,72805
1918_3048_54,70762,72797
1918_3048_12,70760,73809
1918_4002_55,70524,73159
1918_2007_24,70592,73809
1918_5014_1,71535,73519
1918_5011_16,71531,73519
1918_3108_3,70162,73083
1918_3120_5,70147,73083
1918_35002_65,71368,74337
1918_36002_21,71239,72725
1918_5500_1_C204,71442,76313
1918_16001_79,73690,75532
1918_16001_87,73690,75532
1918_11001_141,139752,72743
1918_30001_49,72113,84118
1918_2012_6,70760,73809
1918_3011_27,70261,72805
1918_16005_82,108805,96335
1918_12005_6,22592,73036
1918_5042_39,70837,73809
1918_3046_8,70837,73809
1918_5047_34,70837,74336
1918_19001_25_QFARM,73632,76683
1918_1001_11,70419,96340
1918_3001_97,70292,72808
1918_4007_3,118161,72733
1918_4010_18,70511,73159
1918_27001_58,5135,76307
1918_1001_42,70145,96340
1918_29001_7,72003,81645
1918_5043_1,70837,72804
1918_34001_1_QFARM,71596,75052
1918_11001_75,71752,96609
1918_29001_89,71766,81645
1918_3001_18,70344,72475
1918_1001_91,70087,71054
1918_3119_1,70261,73083
1918_5002_47,71213,73540
1918_23001_40,72693,73753
1918_31004_12,71612,81837
1918_4002_284,70752,73159
1918_2009_18,101652,73163
1918_5016_48,71420,74362
1918_3048_27,70760,73163
1918_5041_10,70837,74336
1918_4029_20,71213,73540
1918_13001_19,20578,76710
1918_4019_35,71227,73540
1918_5031_17,71420,74336
1918_27004_9,71613,76307
1918_4024_11,71213,73540
1918_21002_9,73248,76159
1918_3038_32,70453,72805
1918_2010_77,70858,73809
1918_2010_41,70939,74192
1918_11002_12,108792,73585
1918_28002_6,130904,72521
1918_26001_45,72684,69782
1918_16001_72,22607,76276
1918_4014_2,70937,73159
1918_5500_1_C108,101793,76313
1918_5500_1_C208,71442,76313
1918_4031_34,70930,73159
1918_32002_138,101847,79782
1918_1001_31,70478,75113
1918_10001_7,5399,73519
1918_2001_22,71534,74368
1918_32003_10,72113,79331
1918_32006_4,72113,79782
1918_5002_35,71213,73540
1918_2112_11,130837,74340
1918_5039_16,70837,74336
1918_32001_22,72092,81421
1918_11001_23,72371,71393
1918_30001_43,72113,84116
1918_11001_132,72079,72743
1918_29001_94,101790,76452
1918_4004_31,70279,72733
1918_3006_12,118118,72805
1918_2111_6,130837,74340
1918_23001_33,72541,75923
1918_2104_5,130837,74367
1918_21001_13,73128,76160
1918_5014_3,71535,74336
1918_5011_26,71535,73519
1918_30002_22,72113,79335
1918_16004_9,22607,76276
1918_16001_68,22607,76276
1918_16001_69,22607,76276
1918_27006_20,5135,76300
1918_4001_162,70930,73540
1918_5106_1,71535,73519
1918_32002_156,71764,79782
1918_29001_100,71768,81645
1918_3014_15,70147,73190
1918_4017_45,71026,73710
1918_4016_50,71227,73159
1918_13001_34,111181,76710
1918_10002_2.05,111159,72447
1918_5034_17,71420,74336
1918_4022_32,71213,73540
1918_2010_105,70577,73174
1918_3001_36,70453,72804
1918_16005_11,73561,75532
1918_19001_8,102096,76603
1918_4015_27,70937,73159
1918_5047_1,70837,72804
1918_5002_45,71213,73540
1918_3110_2,70209,73083
1918_3033_4,70302,72805
1918_4018_2,130825,73505
1918_3026_8,70302,73083
1918_5013_6,71535,74336
1918_9002_1,71752,96609
1918_32017_28,71612,81830
1918_4024_5,71213,73540
1918_3003_18,70344,72475
1918_3008_13,70453,72805
1918_3008_14,70453,72805
1918_37002_2,70442,75113
1918_30001_96,72326,78906
1918_30003_5,118375,84118
1918_11001_19,72371,71798
1918_4001_17,70511,73159
1918_13003_10,104893,73036
1918_2012_3,70760,73809
1918_30002_32,71878,79331
1918_3011_6,70302,72805
1918_9001_57,71807,72441
1918_22001_8,73155,76157
1918_21001_41,73230,76160
1918_10001_47,122571,73596
1918_5054_4,71420,74336
1918_2001_17,130837,74367
1918_3043_13,70837,72804
1918_11005_10,101828,72444
1918_16004_7,73766,75529
1918_15001_10,73690,76276
1918_16001_76,73690,76276
1918_19001_37,118553,76663
1918_14001_44,73766,75529
1918_2003_41,71137,74192
1918_50000_21,73323,76710
1918_4002_345,70511,73159
1918_29001_23,72326,78906
1918_21001_78,142825,76333
1918_2014_9,71137,74192
1918_4002_40,70511,73159
1918_4014_13,70937,73159
1918_4017_2,70913,73058
1918_2107_2,130837,74367
1918_1003_52,70032,71342
1918_37002_18,69915,73188
1918_3045_7,70837,72804
1918_3041_6,70837,72804
1918_5037_17,70927,74336
1918_2020_4,71090,74495
1918_2108_7,130837,74367
1918_4002_248,70752,73159
1918_2002_5,71082,74192
1918_2101_4,71090,74495
1918_4019_10,71227,73540
1918_15003_5,20688,77058
1918_2008_5,101652,73163
1918_29001_49,72003,81645
1918_3001_43,70453,72804
1918_3042_4,70453,72804
1918_4008_32,70937,73159
1918_11003_5,108781,73707
1918_3013_16,70261,73083
1918_5002_20,71513,73540
1918_3038_31,70453,72805
1918_26001_48,72684,75832
1918_12001_8_QFARM,101968,73582
1918_2112_4,130837,74340
1918_3017_7,70209,73083
1918_30001_77,118375,84118
1918_4013_59,70937,73159
1918_4002_311,70511,73159
1918_6001_6,71141,73710
1918_6001_10,71290,73710
1918_4021_1,71213,73540
1918_4019_3,71227,73540
1918_4028_14,71213,73540
1918_7001_23,71290,73505
1918_2024_3,130837,74334
1918_2021_17,130837,74368
1918_2001_41,71442,94970
1918_25001_31,72849,73752
1918_5002_3,71513,73503
1918_2010_68,70760,73809
1918_5048_9,71420,74336
1918_5031_1,71420,74336
1918_4002_90,70984,73159
1918_5030_12,71420,74335
1918_22001_42,72862,76333
1918_3113_5,70209,73083
1918_4012_4,70752,73159
1918_5101_3,71531,73519
1918_4018_12,71119,73159
1918_5025_2,71420,74334
1918_12006_17,72933,73489
1918_3045_43,70837,73809
1918_5112_2,71535,73519
1918_4016_51,71227,73540
1918_12013_1_QFARM,101926,73125
1918_5042_36,70837,74336
1918_4016_40,70984,73159
1918_3010_1,70302,73083
1918_36001_49,71239,72725
1918_5304_4,71535,73519
1918_32008_13,72113,79782
1918_33002_62,71612,81830
1918_10001_51,122571,73501
1918_31001_22,71805,81415
1918_33002_35,71612,81830
1918_10001_9,5399,73519
1918_11002_9_T01,72576,73585
1918_11002_9_T02,72576,73585
1918_37002_23,69915,73188
1918_2105_6,130837,74367
1918_4017_7,70913,73058
1918_5038_14,70927,74336
1918_2001_9_C001,71090,74495
1918_4015_23,70937,73159
1918_36001_47,71239,72727
1918_5047_29,70837,74336
1918_2010_121,70465,73163
1918_3008_29,118118,72805
1918_4004_19,70511,73159
1918_3045_38,70837,72797
1918_27010_12,71749,76298
1918_4024_4,71213,73540
1918_4031_31,70930,72805
1918_2010_67,70872,73809
1918_2010_36,71033,74192
1918_4017_32,70969,73712
1918_3003_15,70344,72475
1918_32002_54,72113,79332
1918_32002_152,71764,79782
1918_2001_42,71442,75959
1918_33001_9,71421,81830
1918_2111_1,130837,74367
1918_2112_7,130837,74340
1918_26001_64,72593,75841
1918_35006_23,71009,76462
1918_36002_31,2710,76460
1918_32013_3,71805,79782
1918_34004_7,71492,74411
1918_4002_330,70511,73159
1918_3033_19,70302,72805
1918_33002_55,71612,81830
1918_9001_65,71784,72445
1918_1003_19,70127,73182
1918_11001_102,71930,72444
1918_32009_10,72113,79782
1918_33002_21,71612,81830
1918_3108_6,70162,73083
1918_27003_4,71662,76308
1918_1001_72,70353,75113
1918_3048_31,70465,99292
1918_3106_1,70147,73083
1918_4030_9,70930,73540
1918_2020_2,71090,74495
1918_5026_4,71420,74334
1918_12001_1_QFARM,72506,73898
1918_6001_22,71215,73708
1918_4010_9,70937,73159
1918_5047_32,70837,74336
1918_29001_33,72092,78906
1918_32002_49_QFARM,72113,79335
1918_5035_7,70927,74336
1918_2021_2,70939,74335
1918_32001_4,72092,82067
1918_3047_14,70927,73809
1918_4002_188,70930,73540
1918_5042_33,70837,74336
1918_5018_3,71420,74362
1918_27001_31,71662,76308
1918_31004_7,71612,81830
1918_5204_4,71700,73519
1918_4028_21,71213,73540
1918_3023_56,70302,72805
1918_11001_124,72152,72743
1918_11001_25,72371,71393
1918_4002_78,70752,73159
1918_3016_27,70302,73083
1918_35006_131,71282,74341
1918_3023_84,70453,72805
1918_4001_89,70752,73159
1918_2007_59,101652,76324
1918_35006_132,71282,74341
1918_36001_64,71492,74330
1918_32002_11,101847,78904
1918_4004_21,70511,73159
1918_32008_12,72113,79782
1918_32002_72,72113,79331
1918_5004_1,71513,73501
1918_5004_2,71513,73501
1918_31004_13,71744,81837
1918_31002_71,71805,81415
1918_5034_22,71420,74336
1918_50000_33,72225,76337
1918_32002_43,72113,84118
1918_10002_41,72222,72433
1918_11001_100,101861,72444
1918_5049_22,71420,74336
1918_4002_232,70930,73159
1918_5058_2,71213,73540
1918_30001_83,72326,78906
1918_11003_20,72371,71393
1918_3022_3,69936,73620
1918_3013_15,70261,73083
1918_32006_8,72113,79782
1918_32017_6,72003,81645
1918_11004_9,71513,73596
1918_5054_1,71420,74336
1918_5047_4,70837,72804
1918_25002_10,72849,73752
1918_12001_5_QFARM,142813,73583
1918_16005_40,73655,76681
1918_35002_17,71281,74494
1918_2016_6,71090,74495
1918_5500_1_C115,71442,76313
1918_3046_12,70837,74336
1918_5056_16,71213,73540
1918_2115_4,71090,74495
1918_4017_3,70913,73058
1918_3045_44,70837,73809
1918_3015_16,70302,73083
1918_32018_7,71722,81642
1918_4006_3,70550,72733
1918_4001_14,70511,73159
1918_3100_1,70302,73083
1918_3031_1,70302,73083
1918_5020_3,71645,95114
1918_11001_165,71784,71414
1918_5048_14,71420,74336
1918_21001_11,73230,76160
1918_13001_37,73057,76710
1918_13003_14,104892,73036
1918_16001_22,20552,76710
1918_21001_30,73230,76159
1918_21001_49,73230,76159
1918_21001_59,102021,76160
1918_21002_13,2792,76159
1918_3008_24,118118,72805
1918_3019_5,70209,73083
1918_10002_13,71901,71413
1918_32002_12,101847,78904
1918_8001_8,71520,73602
1918_3008_25,118118,72805
1918_3025_6,70209,73083
1918_32002_136,72113,79782
1918_13001_60,73299,73036
1918_20001_20,73275,76159
1918_13001_26_QFARM,20566,76710
1918_20002_32,73349,76159
1918_2027_17,130837,74367
1918_4017_26,70937,73157
1918_32001_13,72113,78906
1918_25002_17,72690,73674
1918_22001_16,73155,76157
1918_2018_8,71090,74495
1918_2018_7,70939,74495
1918_3032_6,70302,72805
1918_32002_59,72113,79331
1918_4002_258,70752,73159
1918_4001_83,70752,73159
1918_2010_89,70760,73809
1918_34003_10,71410,74329
1918_4016_7,70867,73157
1918_4008_10,70649,73058
1918_27001_29,71662,76308
1918_37002_55,69787,73188
1918_2006_12,70603,74614
1918_32002_96,72113,78906
1918_4002_66,70752,73159
1918_10002_7,71901,72447
1918_11006_10,71921,72444
1918_3038_12,70453,72805
1918_8003_3,71769,73602
1918_3045_56,70837,72804
1918_19001_7,73517,76603
1918_4017_52,71026,73159
1918_27010_2,5137,95111
1918_31002_24,71805,81415
1918_32016_1,71764,78903
1918_32002_163,71744,81837
1918_27001_74_QFARM,71749,76307
1918_3013_3,70261,73083
1918_5110_5,71700,73519
1918_25002_11,72849,73752
1918_5047_23,70837,74336
1918_5040_1,70837,74336
1918_35002_63,71368,74337
1918_35002_14,71281,74494
1918_2010_118,70465,73163
1918_5011_20,71535,73519
1918_3023_89,70453,72805
1918_32002_27,101847,79782
1918_2015_5,70939,73809
1918_3001_20,70344,96234
1918_3034_13,118118,72805
1918_5042_4,70837,72804
1918_5105_1,71700,73519
1918_3023_6,70209,73083
1918_2022_2,71090,74335
1918_3023_37,70302,73083
1918_9001_19,71717,72445
1918_32002_28,101847,78904
1918_4008_21,70649,73058
1918_11002_23,108792,73585
1918_26007_5,72693,75923
1918_26004_4,5137,95111
1918_5005_3,71513,73540
1918_5044_5,70837,72804
1918_2004_11,70853,74192
1918_27001_18,71662,76308
1918_5032_11,70927,74336
1918_4013_19,70984,73159
1918_11005_13,101818,72444
1918_31007_7,71805,79782
1918_10001_12,71535,73519
1918_2010_112,70760,73163
1918_4025_1,71213,73540
1918_2001_11,71090,74495
1918_3024_35,70209,73083
1918_26008_9,72225,76337
1918_3010_12,70302,72805
1918_35002_52,130831,74494
1918_5056_37,71531,73540
1918_20002_27,73254,76712
1918_3018_8,70162,73083
1918_35004_2,130839,74364
1918_3019_25,70209,73083
1918_5034_7,70927,74336
1918_16001_55,73690,75532
1918_5042_21,70837,74336
1918_5017_6,71420,74362
1918_3108_5,70162,73083
1918_3019_20,70209,73083
1918_4031_14,70930,72805
1918_2008_4,101652,73163
1918_3030_5,70302,73083
1918_2010_120,70465,73163
1918_3006_11,118118,72805
1918_11002_14.03,108792,73585
1918_5036_13,70837,74336
1918_13001_47,22590,73036
1918_3023_9,70209,73083
1918_5500_1_C213,101793,76313
1918_5201_4,71700,73519
1918_2114_5,130837,74340
1918_4001_80,70752,73159
1918_21001_40,73230,76160
1918_4002_79,70752,73159
1918_26001_87,72593,76385
1918_3042_7,70453,72804
1918_21002_16,118470,76159
1918_50000_17,118444,76710
1918_21001_31,73230,76159
1918_13001_54,104892,73036
1918_4017_63,71227,73159
1918_36001_60,71492,74330
1918_17001_8,20530,72712
1918_11002_33_QFARM,72514,73037
1918_36001_28,2710,72725
1918_11001_24,72371,71393
1918_2002_4,71082,74192
1918_29001_43,71970,81963
1918_2001_58,71137,74192
1918_20001_40,73332,76700
1918_13001_16,130956,71806
1918_16005_65,73655,75532
1918_33002_61,71612,81830
1918_34001_7,71596,75964
1918_31003_12,71612,81830
1918_18001_28,102090,75542
1918_2008_11,101652,73163
1918_2027_18,130837,74368
1918_29001_76,71766,81645
1918_36001_53,71492,74330
1918_20001_13,73360,76159
1918_5021_5,71420,74368
1918_5002_26,71513,73540
1918_27001_81,71865,95111
1918_3032_5,70302,72805
1918_2008_8,101652,73163
1918_3046_10,70837,73809
1918_5041_11,70837,74336
1918_29001_26,72113,84118
1918_4011_44,70649,73159
1918_3046_53,70927,73809
1918_4002_217,70930,73159
1918_4008_27,70937,73159
1918_36002_19,71385,74412
1918_4013_14,70984,73159
1918_5046_7,70837,74336
1918_2010_24,70927,73809
1918_5041_4,70837,74336
1918_4017_34,71088,73712
1918_27001_69_QFARM,71749,76307
1918_18001_12,118520,75527
1918_4028_16,71213,73540
1918_2113_3,130837,74495
1918_27001_47,71468,75956
1918_34004_36,101790,74411
1918_4001_9,70279,73159
1918_4002_359,70279,72733
1918_3015_17,70302,73083
1918_3022_12,70209,73083
1918_3006_22,70344,96234
1918_4002_207,70930,73159
1918_29001_19,72092,78906
1918_4028_10,71213,73540
1918_4019_8,71227,73540
1918_6001_5,71290,73710
1918_2021_27,71090,74495
1918_5030_10,71420,74335
1918_4002_341,70279,72733
1918_2105_1,130837,74367
1918_15001_13,118571,76258
1918_3034_25,70302,72805
1918_3001_34,70453,72804
1918_4002_240,70930,73159
1918_2200_1,101785,75959
1918_3040_3,70453,72805
1918_4017_44,71141,73710
1918_3023_4,70511,73620
1918_35002_72,71368,74364
1918_3030_4,70302,73083
1918_31002_41,71612,81830
1918_34004_35.01,101790,74411
1918_27001_66,5135,76307
1918_9002_6,71752,72445
1918_9001_13,71752,72445
1918_27001_15,71662,76308
1918_32002_16,101847,78904
1918_10003_14,130867,71413
1918_32004_6,72113,79782
1918_5500_1_C214,71442,76313
1918_3001_119,7394,96610
1918_3001_110,70022,73547
1918_1002_17,69888,73188
1918_30002_28,71878,83974
1918_10002_33,72108,73707
1918_4025_10,71213,73540
1918_4002_53,70511,73159
1918_2011_6,70592,73809
1918_3038_23,70453,72804
1918_1003_77,69868,73188
1918_1003_46,69875,71054
1918_2006_35,70603,74614
1918_3007_3,70261,72805
1918_2026_5,130837,74368
1918_32006_3,72113,79782
1918_13001_63,104893,73036
1918_21001_19,73230,76159
1918_14003_7,20688,77058
1918_2014_17,70760,73809
1918_4001_125,70930,73540
1918_2012_2,70760,73809
1918_5013_4,71535,74336
1918_5045_12,70837,72804
1918_11001_138,72079,72743
1918_32002_177,71875,78904
1918_9001_51,71807,71414
1918_3023_96,70837,72805
1918_4013_31,70937,73159
1918_4031_24,70930,72805
1918_4002_144,71213,73540
1918_4002_139,71213,73540
1918_3101_5,70302,73083
1918_35006_37,118223,74337
1918_30001_33,72244,84116
1918_3046_20,70927,74336
1918_2001_5,71033,74192
1918_3047_8,70927,74495
1918_5500_3_C002,71442,76313
1918_5032_7,70927,74336
1918_5056_4,71213,73540
1918_6001_13,139733,73710
1918_3048_6,70762,73163
1918_4006_5,70550,72733
1918_4002_305,70511,73159
1918_4002_7,70550,73058
1918_3048_25,70760,73163
1918_4001_44,70524,73159
1918_10003_11,130867,73707
1918_32002_79,72113,79782
1918_32002_80,72113,79331
1918_30002_2,71878,79331
1918_29001_47,72003,81645
1918_30001_15,71878,83974
1918_3016_8,70209,73083
1918_3010_18,118118,72805
1918_3038_39,70453,72805
1918_4001_84,70752,73159
1918_3037_8,70453,72805
1918_13001_35,111181,76710
1918_16003_7,20552,76710
1918_4016_31,70984,73159
1918_5042_12,70837,73809
1918_10002_28,71886,76287
1918_32002_70,72113,79331
1918_2004_23,70853,74192
1918_5015_1,71420,74336
1918_18001_26,102090,75542
1918_3019_2,70209,73083
1918_2009_6,70465,73163
1918_4008_42,70937,73159
1918_10003_16,71906,71413
1918_4008_54,70649,73159
1918_31004_24,71612,81830
1918_37002_37,70091,73188
1918_25001_37,72849,73752
1918_3037_14,70453,72805
1918_3042_5,70453,72804
1918_4001_94,70752,73159
1918_22001_1_QFARM,73132,76157
1918_3010_43,70453,72805
1918_4001_77,70752,73159
1918_26001_38,72647,76380
1918_25001_51,130902,69783
1918_25001_8,72634,73756
1918_26001_51,72684,69782
1918_5032_5,70927,74336
1918_3001_118,7394,96610
1918_26006_3,72093,76281
1918_11004_2,71513,73604
1918_3024_19,70302,73083
1918_27006_3,71719,76302
1918_31007_3,71805,78903
1918_34004_13,71562,74411
1918_5204_3,71700,73519
1918_35007_10,71282,74342
1918_27006_18,71749,76298
1918_30001_76,118375,80359
1918_2101_3,71090,74495
1918_27009_1,5137,95111
1918_2021_43,71090,74495
1918_9001_64,71752,96609
1918_36002_25,71239,72727
1918_35002_67,71194,74418
1918_35007_22,71282,74342
1918_2012_12,70760,73809
1918_2009_8,70465,73163
1918_3030_9,70302,72805
1918_29001_57,71816,81645
1918_37002_7,69915,73188
1918_3001_117,7394,96610
1918_3047_3,70927,73809
1918_4002_200,70930,73540
1918_2010_33,70939,73809
1918_12006_13,102011,76710
1918_5002_53,71213,73540
1918_4019_18,71300,73540
1918_32016_7,71805,79782
1918_23002_8,72992,76157
1918_5105_4,71700,73519
1918_26007_18,72439,75923
1918_4002_164_QFARM,70930,73159
1918_4020_2,71213,73540
1918_3023_40,70302,73083
1918_11001_131,72152,72743
1918_3027_2,70302,73083
1918_5002_56,71300,73540
1918_5021_1,71420,74334
1918_7001_18,71319,73505
1918_5024_3,71420,74334
1918_3023_15,70209,73083
1918_11001_10,72371,71393
1918_10002_52,72291,71393
1918_9001_26,71807,72445
1918_35001_8,118223,74418
1918_35006_134,71282,74341
1918_5048_8,71420,74336
1918_2022_12,130837,74368
1918_12008_8,20522,73582
1918_3035_2,118118,72805
1918_32002_58,72113,79331
1918_32002_83,72113,79331
1918_2007_36,70577,76324
1918_5500_1_C220,71442,76313
1918_1001_52,70096,73188
1918_32002_95,72113,78906
1918_32002_94,72113,78906
1918_4031_30,70930,72805
1918_4030_4,70930,73540
1918_2015_11,70939,74192
1918_4030_24,70930,73540
